食譜名稱,食譜食材,食譜網址,圖片網址
玉米蝦仁炒蛋,"玉米30g, 蝦仁8條, 絞肉20g, 蛋一顆, 蔥花少許, 食材份量可隨個人喜好增減, 調味料：鹽、胡椒粉",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11565816-%E7%8E%89%E7%B1%B3%E8%9D%A6%E4%BB%81%E7%82%92%E8%9B%8B,https://cookpad.com/tw/recipe/images/36d15fd20a904397
奶茶,"利頓茶包 2 包, 水 4 米杯, 全脂鮮奶 4 米杯, 蜂蜜 隨意",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11565789-%E5%A5%B6%E8%8C%B6,https://cookpad.com/tw/recipe/images/7c26001827357150
情人節專屬巧克力草莓,"草莓 24 粒, 白巧克力片, 巧克力片",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11565688-%E6%83%85%E4%BA%BA%E7%AF%80%E5%B0%88%E5%B1%AC%E5%B7%A7%E5%85%8B%E5%8A%9B%E8%8D%89%E8%8E%93,https://cookpad.com/tw/recipe/images/6d172cc7d500d61c
義式紙包鮭魚,"鮭魚 兩片, 蘆筍 10支（依個人喜好）, 蒜末 一顆, 檸檬 一顆, 番茄 十顆（依個人喜好）, 調味料:, 鹽 適量, 白胡椒 適量, 橄欖油 適量, 黑胡椒 適量, 義式香料 適量",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11564870-%E7%BE%A9%E5%BC%8F%E7%B4%99%E5%8C%85%E9%AE%AD%E9%AD%9A,https://cookpad.com/tw/recipe/images/08954f92fd45751b
巧克力蛋糕捲," 蛋糕體 , 蛋黃 5 個, 細砂糖 40 g, 沙拉油 82 g, 水 70 g, 可可粉 15 g, 低筋麵粉 100 g, 玉米粉 20 g, 小蘇打 3 g, 蛋白 5 個, 細砂糖 70 g, 塔塔粉 3 g,  奶油 , 鮮奶油 100 g, 細砂糖 10 g,  準備器具 , 烤盤 34×24×5cm,  烤焙溫度與時間 , 上下180度15分鐘",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11564353-%E5%B7%A7%E5%85%8B%E5%8A%9B%E8%9B%8B%E7%B3%95%E6%8D%B2,https://cookpad.com/tw/recipe/images/7dd61808b627530b
肉丁炒蛋三文治,"麵包兩塊, 雞蛋一隻, 肉丁一湯匙, 鹽少許, 胡椒粉少許",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11561770-%E8%82%89%E4%B8%81%E7%82%92%E8%9B%8B%E4%B8%89%E6%96%87%E6%B2%BB,https://cookpad.com/tw/recipe/images/8311c5e7170d1f7b
Q彈滷肉（五花肉）,"五花肉半條, 錦豆腐, 蔥, 蘋果西打125ml, 醬油一匙, 水（加至淹過食材）, 蒜頭, 二砂糖半匙",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11564520-q%E5%BD%88%E6%BB%B7%E8%82%89%E4%BA%94%E8%8A%B1%E8%82%89,https://cookpad.com/tw/recipe/images/ab8b43150e783e26
香煎素鵝,"乾冬菇中型（香菇）6隻, 甘筍 2 條, 乾木耳絲 1 碗, 腐皮 1 張, 調味料, 蠔油或素蠔油 2 湯匙, 醬油 1 湯匙, 糖 1 茶匙, 胡椒粉 半茶匙, 紹興酒 2 湯匙, 麻油 少許, 封口漿, 麵粉 1 湯匙, 水 2 湯匙",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11564529-%E9%A6%99%E7%85%8E%E7%B4%A0%E9%B5%9D,https://cookpad.com/tw/recipe/images/ca72f6c3d6624bb5
洋蔥豬肉丼飯,"胛心, 洋蔥, 金針菇, 高麗菜, 蛋, 調味, 味霖, 醬油, 水",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11564503-%E6%B4%8B%E8%94%A5%E8%B1%AC%E8%82%89%E4%B8%BC%E9%A3%AF,https://cookpad.com/tw/recipe/images/744ba067e0368dc6
花生綠豆粥,"杯白米 1/2, 杯紅糙米 1/2, 杯花生 1, 杯綠豆 1, 茶匙竹鹽 1/2",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11540840-%E8%8A%B1%E7%94%9F%E7%B6%A0%E8%B1%86%E7%B2%A5,https://cookpad.com/tw/recipe/images/2cc7cbb16c3c3f40
香煎鹽漬鯖魚,"鯖魚 1 條, 鹽 1 匙, 檸檬 1 顆",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11028936-%E9%A6%99%E7%85%8E%E9%B9%BD%E6%BC%AC%E9%AF%96%E9%AD%9A,https://cookpad.com/tw/recipe/images/0e8b4c6785f32197
三杯海香菇,"海香菇 500 g, 蒜頭（末）3 顆, 辣椒 1 條, 九層塔 1 大把, 蔥 1 根, 油 （適量）, 素蠔油 3 茶匙, 糖 1 小匙, 米酒 （適量）",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11564369-%E4%B8%89%E6%9D%AF%E6%B5%B7%E9%A6%99%E8%8F%87,https://cookpad.com/tw/recipe/images/97be273040da3bdb
草莓鮮奶油漢堡,"自製小餐包 1 個, 草莓 1 顆, 動物性鮮奶油 50 克, 糖 5 克",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11547973-%E8%8D%89%E8%8E%93%E9%AE%AE%E5%A5%B6%E6%B2%B9%E6%BC%A2%E5%A0%A1,https://cookpad.com/tw/recipe/images/d809d0589fcc009c
草莓吐司,"高筋麵粉 300 克, 草莓 100 克, 動物性鮮奶油 50 克, 糖 30 克, 鹽 4 克, 水 70 克, 無鹽奶油 15 克",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11560250-%E8%8D%89%E8%8E%93%E5%90%90%E5%8F%B8,https://cookpad.com/tw/recipe/images/4ddd018aeb9d30aa
清蒸石斑魚,"石斑魚 1 尾, 鹽 2 匙, 米酒 1 大匙, 蒸魚醬, 味琳 1 大匙, 蠔油 1 匙, 米酒 1 大匙, 薑泥 1 大匙",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11564098-%E6%B8%85%E8%92%B8%E7%9F%B3%E6%96%91%E9%AD%9A,https://cookpad.com/tw/recipe/images/3a0bb12ff524173d
起司蔬食大阪燒,"高麗菜240克, 紅蘿蔔50克, 蘑菇60克, 素雞丁80克, 起司絲70克, 麵糊, 中筋麵粉2/3杯, 水一杯, 胡椒粉少許, 香菇精少許, 醬料, 沙拉適量, 素香鬆適量",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11531646-%E8%B5%B7%E5%8F%B8%E8%94%AC%E9%A3%9F%E5%A4%A7%E9%98%AA%E7%87%92,https://cookpad.com/tw/recipe/images/5068e99bcb616aa3
肉末炒米粉,"豬絞肉*1盒, 乾香菇*6朵（乾香菇需泡水，然後泡軟切細條，香菇水留著）, 高麗菜絲*適量, 小黃瓜絲*1根 （切絲撞）, 木耳*適量（切小條）, 紅蘿蔔絲*適量, 玉米筍*5根（切段）, 洋蔥*1/4個（切小塊）, 香菜末*適量, 米粉*1包, 冬粉*1小捆, 五香粉*適量, 香蒜粉*適量, 純白胡椒粉*適量, 香菇素蠔油*3大匙, 香油*適量, 鹽（或調味料）*適量, 水*適量",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11563999-%E8%82%89%E6%9C%AB%E7%82%92%E7%B1%B3%E7%B2%89,https://cookpad.com/tw/recipe/images/21249957a341147b
QQ地瓜球,"地瓜兩條, 砂糖, 木薯粉, 沙拉油",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11563986-qq%E5%9C%B0%E7%93%9C%E7%90%83,https://cookpad.com/tw/recipe/images/d2e897ad9481b6b7
滷豬腱,"豬腱肉 500 克, 胡蘿蔔 1 根, 薑 5 片, 蔥白 5 段, 蒜頭 10 瓣, 辣椒 1 根, 醬油 1.5 杯, 冰糖 適量, 米酒 適量",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11557855-%E6%BB%B7%E8%B1%AC%E8%85%B1,https://cookpad.com/tw/recipe/images/e50b4b80d9f9c8f7
絲瓜枸杞封肉,"澎湖絲瓜 2 條, 絞肉 900 g, 魚漿 400 g, 枸杞 （適量）, 胡蘿蔔末 1/3 條, 洋蔥（末） 1/2 顆, 蔥（末）5 根, 鹽 （少許）, 鮮味精 1 小匙, 胡椒粉 1 小匙, 香油 （適量）",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11563815-%E7%B5%B2%E7%93%9C%E6%9E%B8%E6%9D%9E%E5%B0%81%E8%82%89,https://cookpad.com/tw/recipe/images/18ef73dbd7ecfad7
雪Q餅,"奇福餅200g, 棉花糖150g, 無鹽奶油50g, 奶粉50g, 蔓越莓乾或葡萄乾100g",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11563692-%E9%9B%AAq%E9%A4%85,https://cookpad.com/tw/recipe/images/2f9c628956708d7e
蒜苗炒鴨賞,"鴨賞 400 g, 蒜苗 2 根, 香油 （少許）, 米酒 （適量）",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11563734-%E8%92%9C%E8%8B%97%E7%82%92%E9%B4%A8%E8%B3%9E,https://cookpad.com/tw/recipe/images/a7aa10569e7d27de
苦瓜排骨酥盅(簡單料理),"食材:, 小粒苦瓜 1, 碗排骨酥 1, 調味料:, 小匙炒手(1盅放1小匙) 3",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11563693-%E8%8B%A6%E7%93%9C%E6%8E%92%E9%AA%A8%E9%85%A5%E7%9B%85%E7%B0%A1%E5%96%AE%E6%96%99%E7%90%86,https://cookpad.com/tw/recipe/images/fb4e3adcf1d8ca16
萵苣,"萵苣 1 把, 麻油 1點, 義式香料",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11563663-%E8%90%B5%E8%8B%A3,https://cookpad.com/tw/recipe/images/3bcd4afa144ffda0
鮪魚厚蛋總匯吐司,"吐司三片(可以先烤過顏色比較美), 蘿美生菜適量(或是其他你喜歡的生菜), 番茄切片, 雞蛋2顆打散, 鮪魚罐頭半罐(罐頭內的油瀝乾), 起士片1片, 現磨黑胡椒，鹽少許, 無鹽奶油約5g (optional)",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11563643-%E9%AE%AA%E9%AD%9A%E5%8E%9A%E8%9B%8B%E7%B8%BD%E5%8C%AF%E5%90%90%E5%8F%B8,https://cookpad.com/tw/recipe/images/186215c8333ac6e9
皮蛋豆腐,"豆腐1盒, 皮蛋2個, 蔥少許, 柴魚片少許, 調味料, 醬油膏適量, 麻油少許",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11563641-%E7%9A%AE%E8%9B%8B%E8%B1%86%E8%85%90,https://cookpad.com/tw/recipe/images/4a2cf0b9d66424ef
紅燒鯛魚片,"鯛魚片1包, 蔥2根, 蒜3瓣, 薑5片, 辣辣2根, 調味料, 米酒2大匙, 醬油3大匙, 冰糖1大匙, 水50ml, 醃料, 地瓜粉適量",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11563489-%E7%B4%85%E7%87%92%E9%AF%9B%E9%AD%9A%E7%89%87,https://cookpad.com/tw/recipe/images/bd66a5d3c0b4ba9a
清炒菠菜,"菠菜2把, 蒜2瓣, 薑適量切絲, 調味料, 鹽1小匙, 糖少許, 油適量",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11563595-%E6%B8%85%E7%82%92%E8%8F%A0%E8%8F%9C,https://cookpad.com/tw/recipe/images/9083b83fd55adf4b
醬燒五花肉,"五花肉, 彩椒，糯米椒, 蒜切碎頭, 蠔油，番茄醬，沙茶醬，豆辦醬，米酒，糖",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11563510-%E9%86%AC%E7%87%92%E4%BA%94%E8%8A%B1%E8%82%89,https://cookpad.com/tw/recipe/images/8e43c8b0988da500
沙茶蘆筍佐彩椒,"蘆筍 1 把, 紅椒 1/2 顆, 黃椒 1/2 顆, 柳松菇 少許, 蒜頭 2 粒, 沙茶 1 匙, 調味料：, 鹽巴 少許, 黑胡椒粉 少許, 糖 少許",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11538946-%E6%B2%99%E8%8C%B6%E8%98%86%E7%AD%8D%E4%BD%90%E5%BD%A9%E6%A4%92,https://cookpad.com/tw/recipe/images/a2296290d5319689
馬鈴薯雞肉煎餅,"馬鈴薯1顆, 雞胸肉約300克, 起司適量, 雞蛋3顆, 鹽、黑胡椒少許",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11563108-%E9%A6%AC%E9%88%B4%E8%96%AF%E9%9B%9E%E8%82%89%E7%85%8E%E9%A4%85,https://cookpad.com/tw/recipe/images/7001799e39fd9ef9
銷魂鬆軟紅豆湯（免泡水）,"紅豆 2 杯, 水 12 杯, 二號砂糖 100 g",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11562934-%E9%8A%B7%E9%AD%82%E9%AC%86%E8%BB%9F%E7%B4%85%E8%B1%86%E6%B9%AF%E5%85%8D%E6%B3%A1%E6%B0%B4,https://cookpad.com/tw/recipe/images/99694ed1fa4e2099
粟米蝦捲餅,"蝦餅 兩件, 墨西哥捲餅 2 塊, 沙律菜 適量, 洋蔥 1/4 個, 片裝芝士 1 塊, 鴻喜菇 適量, 沙律醬 適量",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11562932-%E7%B2%9F%E7%B1%B3%E8%9D%A6%E6%8D%B2%E9%A4%85,https://cookpad.com/tw/recipe/images/79aceb59dcaf2a1f
蘿蔔排骨湯/電鍋料理,"白蘿蔔 0.5 條, 熬湯排骨 300 g, 鹽 1 小匙, 白胡椒粉 1 小匙, 米酒 2 大匙",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11562852-%E8%98%BF%E8%94%94%E6%8E%92%E9%AA%A8%E6%B9%AF%E9%9B%BB%E9%8D%8B%E6%96%99%E7%90%86,https://cookpad.com/tw/recipe/images/7ee2ed1cffe14941
節瓜鹽麴雞肉（家常菜）,"已醃好鹽麴的無骨雞腿排1片, 節瓜1條, 大蒜頭2顆, 紅辣椒半條, 米酒，鹽，黑胡椒適量",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11562825-%E7%AF%80%E7%93%9C%E9%B9%BD%E9%BA%B4%E9%9B%9E%E8%82%89%E5%AE%B6%E5%B8%B8%E8%8F%9C,https://cookpad.com/tw/recipe/images/8a170857978d3de3
養生腰果糊(破壁機),"無調味腰果100克, 熟水400克-450克, 生米20克",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11562795-%E9%A4%8A%E7%94%9F%E8%85%B0%E6%9E%9C%E7%B3%8A%E7%A0%B4%E5%A3%81%E6%A9%9F,https://cookpad.com/tw/recipe/images/fcf4b9f1746d1c61
電鍋料理—一顆蕃茄蛋花湯,"蕃茄 1 顆, 雞蛋 1 顆, 雞精 1 瓶, 飲用水 100 ml, 橄欖油 少量, 白胡椒粉 少量, 鹽巴 1 g",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11562495-%E9%9B%BB%E9%8D%8B%E6%96%99%E7%90%86-%E4%B8%80%E9%A1%86%E8%95%83%E8%8C%84%E8%9B%8B%E8%8A%B1%E6%B9%AF,https://cookpad.com/tw/recipe/images/249e6b18db311e4a
奶汁焗烤白菜,"大白菜 1 顆, 培根 5 片, 鹽 適量, 高湯粒 適量, 披薩起司 1 碗, 牛奶 適量, 麵粉適量, 奶油 20 g, W大蒜 2 顆",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11562623-%E5%A5%B6%E6%B1%81%E7%84%97%E7%83%A4%E7%99%BD%E8%8F%9C,https://cookpad.com/tw/recipe/images/9faf463e988b7394
純天然草啊粿,"表皮材料, 糯米粉 160 克, 在來米粉 40 克, 越南茼蒿菜汁145 cc, 肉餡材料, 麻油 1 茶匙, 豬絞肉 200 克, 菜脯絲乾(菜脯米) 100 克, 油蔥酥 1 茶匙",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11562573-%E7%B4%94%E5%A4%A9%E7%84%B6%E8%8D%89%E5%95%8A%E7%B2%BF,https://cookpad.com/tw/recipe/images/b7f546b3e266e18e
焦糖蘋果乳酪蛋糕,"消化餅乾 170 g, 奶油 70 g, 乳酪起司 485 g（室溫軟化）, 砂糖 6 0g, 香草精 1 匙, 焦糖蘋果, 砂糖 150 g, 奶油 90 g, 鮮奶油 80 g, 蘋果2顆",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11562556-%E7%84%A6%E7%B3%96%E8%98%8B%E6%9E%9C%E4%B9%B3%E9%85%AA%E8%9B%8B%E7%B3%95,https://cookpad.com/tw/recipe/images/3c985df946b7d051
草莓百香果冰盒蛋糕,"孔雀餅乾 20 片, 草莓鮮奶油, 動物性鮮奶油 250 克, 草莓 100 克, 糖25克, 百香果鮮奶油, 動物性鮮奶油 250 克, 百香果果肉 100 克",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11554085-%E8%8D%89%E8%8E%93%E7%99%BE%E9%A6%99%E6%9E%9C%E5%86%B0%E7%9B%92%E8%9B%8B%E7%B3%95,https://cookpad.com/tw/recipe/images/91f6429263e4a311
蒜苗炒五花,"五花肉 1 條, 蒜苗1 根, 油膏 適量, 醬油 適量, 雞粉 1/2 匙",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11562034-%E8%92%9C%E8%8B%97%E7%82%92%E4%BA%94%E8%8A%B1,https://cookpad.com/tw/recipe/images/a52a5f8aa0f7d833
鹽麴烤雞腿排,"去骨雞腿 2 個, 味噌 1-1.5 大匙, 鹽麴 1 大匙, 味霖 1 大匙, 米酒 1 大匙, 醬油 2 小匙, 糖 2 小匙",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11562274-%E9%B9%BD%E9%BA%B4%E7%83%A4%E9%9B%9E%E8%85%BF%E6%8E%92,https://cookpad.com/tw/recipe/images/9294cdca1c0de41f
茄汁小排,"豬小排 半斤, 地瓜粉(木薯粉) 適量, 熟白芝麻 少許, 醃料 :, 醬油 1又1/2大匙, 胡椒粉 1/2 茶匙, 蛋液 少許, 醬汁 :, 水半碗, 糖 1 茶匙, 番茄醬 3 大匙, 太白粉 1 茶匙",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11562150-%E8%8C%84%E6%B1%81%E5%B0%8F%E6%8E%92,https://cookpad.com/tw/recipe/images/920192ae212fca5a
水果乳酪,"奶油乳酪225克, 棉花糖75克, 牛奶90克, 檸檬半顆, 水果 適量",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11562111-%E6%B0%B4%E6%9E%9C%E4%B9%B3%E9%85%AA,https://cookpad.com/tw/recipe/images/14bac387beffb839
薑絲酸菜豬肚湯,"洗豬肚, 鹽 3 茶匙, 麵粉 1 杯, 白醋 1 杯, 米酒 1 湯匙, 蒸豬肚, 薑片 2 片, 米酒 1/3 杯, 水 1200 g, 煮豬肚, 蒸好的豬肚 半邊, 薑絲 1 塊, 酸菜 3 片, 鹽 2 茶匙, 米酒 1 湯匙, 白胡椒粉 少許, 雞粉或香菇精 少許, 蔥花 2根的量",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11561911-%E8%96%91%E7%B5%B2%E9%85%B8%E8%8F%9C%E8%B1%AC%E8%82%9A%E6%B9%AF,https://cookpad.com/tw/recipe/images/a3b84161e1659b03
香煎豬小排,"豬小排 10 片, 醃料:, 醬油2大匙, 醬油膏 1 大匙, 米酒 2 大匙, 糖 2 茶匙, 黑胡椒粒1/8茶匙, 太白粉 2 茶匙, 配菜:, 紅蘿蔔 1/8 條, 綠花椰菜 4 小朵, 甜豆莢 10莢",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11561113-%E9%A6%99%E7%85%8E%E8%B1%AC%E5%B0%8F%E6%8E%92,https://cookpad.com/tw/recipe/images/45c3e453f7135df3
回鍋雞,"白斬雞剩菜 1 份, 青蔥切段 2 根, 蒜苗切段 1 根, 黑木耳絲（川燙過）1/2朵, 水 適量, 調味料：, 雞肉醬包 酌量, 胡椒鹽 少許, 香油 少許",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11550459-%E5%9B%9E%E9%8D%8B%E9%9B%9E,https://cookpad.com/tw/recipe/images/2a34acf05bf6d51f
油封番茄（Tomates Confits)-巴黎之愛,"中型番茄 2 斤, 海鹽 適量, 黑胡椒 適量, 糖 2-3 大匙, 蒜 5 顆, 奧勒岡 適量, 新鮮迷迭香 1 支, 乾燥百里香 適量, 橄欖油 適量",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11073218-%E6%B2%B9%E5%B0%81%E7%95%AA%E8%8C%84tomates-confits-%E5%B7%B4%E9%BB%8E%E4%B9%8B%E6%84%9B,https://cookpad.com/tw/recipe/images/cd29bc0d203379f3
莓果核桃布朗尼,"蔓越莓乾 60 g, 葡萄乾 25 g, 蘭姆酒 4 茶匙, 細砂糖 4 茶匙, 無鹽奶油 200 g, 苦甜巧克力 200 g, 室溫雞蛋 4 個, 低筋麵粉 220 g, 無鋁泡打粉 7 g, 鹽 1 g, 碎核桃 適量",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11560898-%E8%8E%93%E6%9E%9C%E6%A0%B8%E6%A1%83%E5%B8%83%E6%9C%97%E5%B0%BC,https://cookpad.com/tw/recipe/images/ecd0190546cab51b
泰式打拋豬肉,"豬絞肉末 300 克, 小番茄 15 顆, 蒜末 1 大匙, 油 1 大匙, 辣椒 1根(依個人喜好添加）, 九層塔或是蔥花 (依個人喜好）加九層增添香氣, 調味料：, 魚露 2 大匙, 醬油膏 1 大匙, 味醂 2 大匙, 米酒 1 大匙, 開水 30 cc",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11561377-%E6%B3%B0%E5%BC%8F%E6%89%93%E6%8B%8B%E8%B1%AC%E8%82%89,https://cookpad.com/tw/recipe/images/1d0a6b0414aa8055
紅醬海鮮義大利麵,"義大利麵 100 克, 自製番茄醬 100 克, 生鮮干貝 4 個, 花枝 80 克, 鮮蝦 2 隻, 洋蔥 30 克, 花椰菜 3 朵, 鴻喜菇 30 克, 橄欖油 10 克, 開水 適量, 鹽巴 少許, 起司絲 20 克",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11555741-%E7%B4%85%E9%86%AC%E6%B5%B7%E9%AE%AE%E7%BE%A9%E5%A4%A7%E5%88%A9%E9%BA%B5,https://cookpad.com/tw/recipe/images/a3cc3756e090aa33
炸三鮮,"蝦子 20 隻, 鮭魚肚 2 個, 魷魚 1 隻, 炸雞粉 1 包, 蛋 3 個, 胡椒鹽 適量, 鹽 1 小匙",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11544282-%E7%82%B8%E4%B8%89%E9%AE%AE,https://cookpad.com/tw/recipe/images/be71b6693d729f9e
自製黑糖珍珠,"樹薯粉 70 克, 黑糖50克, 熱水45克, 手粉:, 玉米粉, , 黑糖30克",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11561167-%E8%87%AA%E8%A3%BD%E9%BB%91%E7%B3%96%E7%8F%8D%E7%8F%A0,https://cookpad.com/tw/recipe/images/1ad8a9db92a575be
烤白菜,"大白菜 1/2 顆, 鴻禧菇 1/2 包, 洋蔥 1/4 個, 熟香腸 2 根, 起士片 1 片, 蒜末 1 大匙, 白醬塊 1 塊, 黑胡椒 少許",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11561061-%E7%83%A4%E7%99%BD%E8%8F%9C,https://cookpad.com/tw/recipe/images/571ada3f007fc0fc
香煎雞腿肉,"全聯雞腿肉, 鹽少許",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11561016-%E9%A6%99%E7%85%8E%E9%9B%9E%E8%85%BF%E8%82%89,https://cookpad.com/tw/recipe/images/e64cc27a80c81949
鮭魚簡餐,"鮭魚 1/2 片, 生魚片（花）1 朵, 紅米白飯 1 筒, 青花菜 3 小朵（川燙）, 胡蘿蔔 1 小條",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11560821-%E9%AE%AD%E9%AD%9A%E7%B0%A1%E9%A4%90,https://cookpad.com/tw/recipe/images/cd532320f5a46e09
[蔬食便當]奶油蛋粒飯糰,"奶油25g, 蛋2顆, 米飯1碗, 香鬆1大匙, 海苔2小片",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11560747-%E8%94%AC%E9%A3%9F%E4%BE%BF%E7%95%B6%E5%A5%B6%E6%B2%B9%E8%9B%8B%E7%B2%92%E9%A3%AF%E7%B3%B0,https://cookpad.com/tw/recipe/images/507507026b2ce433
清燙茼蒿,"茼蒿 1 包, 蠔油（或醬油） 適量, 清水 適量, 鹽 少許, 香油 少許",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11560690-%E6%B8%85%E7%87%99%E8%8C%BC%E8%92%BF,https://cookpad.com/tw/recipe/images/7459e0f18a077559
葡萄奶酥抹醬,"無鹽奶油 70 g, 糖粉 25 g, 鹽 0.75 g, 全脂奶粉 70 g, 玉米粉 10.5 g, 葡萄乾 50 g",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11554020-%E8%91%A1%E8%90%84%E5%A5%B6%E9%85%A5%E6%8A%B9%E9%86%AC,https://cookpad.com/tw/recipe/images/1ec120119b444486
幼滑薯蓉 馬鈴薯泥 Creamy mashed potatoes,"馬鈴薯(連皮) 300 克, 無鹽牛油/無鹽奶油10克, 牛奶30 毫升, 鹽&黑椒 適量",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11560521-%E5%B9%BC%E6%BB%91%E8%96%AF%E8%93%89-%E9%A6%AC%E9%88%B4%E8%96%AF%E6%B3%A5-creamy-mashed-potatoes,https://cookpad.com/tw/recipe/images/56a5a45f73ae6244
馬蹄糕,"馬蹄粉 250 克, 冰糖 120 克, 片糖 230 克, 水 1.5升, 新鮮馬蹄 20 粒",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11560350-%E9%A6%AC%E8%B9%84%E7%B3%95,https://cookpad.com/tw/recipe/images/8ef4fb52c0e5f57e
小黃瓜炒雞胸肉,"雞胸肉 1 個, 小黃瓜絲2 根, 紅蘿蔔 半根",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11060206-%E5%B0%8F%E9%BB%83%E7%93%9C%E7%82%92%E9%9B%9E%E8%83%B8%E8%82%89,https://cookpad.com/tw/recipe/images/f8e0830d348bb7e8
香菇紅棗枸杞牛蒡湯,"牛蒡 1 根, 排骨 2 塊, 小香菇 4 朵, 紅棗 6 個, 枸杞 一小把",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11560198-%E9%A6%99%E8%8F%87%E7%B4%85%E6%A3%97%E6%9E%B8%E6%9D%9E%E7%89%9B%E8%92%A1%E6%B9%AF,https://cookpad.com/tw/recipe/images/2f6820009bb708b1
肉骨茶,"肋排460公克, 大蒜10瓣（左右）, 肉骨茶包1包",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11555658-%E8%82%89%E9%AA%A8%E8%8C%B6,https://cookpad.com/tw/recipe/images/029fcaf8bad8fbd6
鹽麴無骨雞腿排（氣炸鍋篇）,"去骨雞腿排2片, 鹽麴適量, 小番茄數顆, 雞蛋3顆用電鍋蒸熟, 黑胡椒鹽適量",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11559963-%E9%B9%BD%E9%BA%B4%E7%84%A1%E9%AA%A8%E9%9B%9E%E8%85%BF%E6%8E%92%E6%B0%A3%E7%82%B8%E9%8D%8B%E7%AF%87,https://cookpad.com/tw/recipe/images/33aa22c7c8afac10
